施設CD,施設名
420423143,つるかわ内科
420423150,入船クリニック
420511012,医療法人慧明会　貞松病院
420511079,医療法人檜山会　中澤病院
420520757,与那城医院
420520765,近藤医院
420520880,山口耳鼻咽喉科医院
420520898,川本内科医院
420520930,計屋眼科医院
420521003,みね眼科医院
420521029,医療法人社団博仁会　山道医院
420521037,医療法人　寺井医院
420521045,吉田内科クリニック
420521052,医療法人　おび産婦人科医院
420521060,医療法人信愛会　黒木医院
420521086,中村医院
420521128,医療法人　大村中央産婦人科
420521136,医療法人　野口内科こども医院
420521151,医療法人　ともなが内科クリニック
420521177,医療法人　おおつか内科医院
420521201,医療法人社団　長崎医院
420521227,医療法人福重会　レディースクリニックしげまつ
420521235,医療法人　早田内科医院
420521243,医療法人　田崎医院
420521250,中田外科胃腸科
420521276,さくらクリニック
420521284,医療法人　山下外科医院
420521292,医療法人　橋口整形外科医院
420521300,医療法人　南野クリニック
420521375,秋櫻醫院
420521409,医療法人　須田小児科医院
420521425,医療法人　澤田胃腸科内科医院
420521433,医療法人　フジイ胃腸科クリニック
420521441,いわさき眼科医院
420521458,平松整形外科医院
420521466,医療法人仁寿会　南野病院
420521474,大村共立病院
420521482,前川クリニック
420521508,医療法人　みね内科クリニック
420521524,医療法人　岡　循環器内科
420521532,医療法人　下山耳鼻咽喉科医院
420521540,うみの星眼科
420521557,医療法人　うえき心療内科クリニック
420521565,医療法人　牧山医院
420521573,ほり内科クリニック
420521607,たしろ医院
420521649,野田耳鼻咽喉科
420521656,小松内科
420521664,医療法人　明和会　伊崎脳神経外科・内科
420521672,くすもと内科クリニック
420521698,髙島脳神経内科
420521722,むたクリニック
420521730,前田ひふ科・アレルギー科
420521755,楠木眼科医院
420521763,医療法人　篠原皮ふ科クリニック
420521789,医療法人　後藤産婦人科
420521797,上田記念クリニック
420521805,医療法人本田皮ふ科アレルギー科
420521813,谷口整形外科
420521839,神田クリニック
420521847,医療法人　さわ小児科
420521854,出口小児科医院
420521862,医療法人　わたなべ耳鼻咽喉科医院
420521870,よしだレディースクリニック
420521896,田川小児科
420521912,たなか循環器内科
420521938,ありやま小児科
420521946,ちくばクリニック
420521953,計屋泌尿器科
420521961,中牟田消化器内科クリニック
420521979,山田整形外科スポーツクリニック
420521987,はら脳神経外科
420521995,ふじもとこどもクリニック
420522019,佐伯皮ふ科医院
420610616,医療法人　ダケ眼科クリニック
420620524,聖マリア病院
420620565,虎島医院
420620623,医療法人雄仁会　浦クリニック
420620631,医療法人社団　沢本外科医院
420620649,医療法人社団　福江産婦人科医院
420620672,医療法人社団厚善会　郡家病院
420620680,医療法人　福島内科医院
420620698,医療法人　松尾整形外科
420620706,医療法人　井上内科小児科医院
420620714,南町脳神経外科クリニック
420620763,社会医療法人健友会　五島ふれあい診療所
420620771,医療法人　松本耳鼻咽喉科
420620797,医療法人　山本皮膚科医院
420620805,医療法人　みどりが丘クリニック
420620813,岐宿診療所
420620821,川原診療所
420720266,医療法人　くわはら医院
420720274,医療法人光佑会　北川病院
420720282,幸福堂医院
420720324,医療法人　医理会　柿添病院
420720332,医療法人　医理会　柿添病院附属中野診療所
420720357,ごとう耳鼻咽喉科・整形外科医院
420720365,明星会病院
420720373,きでら耳鼻咽喉科医院
420820231,野元外科医院
420820447,医療法人長愛会　菊地病院
420820504,白壁外科医院
420820520,江藤医院
420820546,医療法人社団　間宮医院
420820561,医療法人社団昌徳会　田中病院
420820579,木村内科循環器科
420820587,医療法人社団壮志会　押渕病院
420820595,平田整形外科
420820611,能塚医院
420820629,武部病院
420820637,医療法人　中山レディースクリニック
420820645,医療法人　坂口こどもクリニック
421111010,医療法人栄寿会　眞珠園療養所
421112026,医療法人光善会　長崎百合野病院
421112042,三菱重工業株式会社　長崎造船所　香焼診療所
421112224,社会医療法人健友会　香焼民主診療所
421121415,田嶋医院
421121753,池田医院
421121936,医療法人啓正会　清水病院
421122066,長沢医院
421122074,朝長医院
421122199,田浦医院
421122355,医療法人社団淳生会　慈恵病院
421122413,三浦産婦人科医院
421122488,医療法人社団仁愛会　中村医院
421122504,カリタス外海診療所
421122561,医療法人社団尚健会　佐藤内科医院
421122579,医療法人ぐびろ会　モロキ内科
421122603,医療法人社団大同会　中山整形外科医院
421122637,医療法人社団孝成会　池田医院
421122652,西田医院
421122678,医療法人社団　山田眼科医院
421122686,医療法人　こが内科外科クリニック
421122694,医療法人　東内科医院
421122710,長崎セントノーヴァ病院
421122728,医療法人平成会　女の都病院
421122777,医療法人　田中医院
421122785,桑原医院
421122850,長崎森の木脳神経外科
421122892,医療法人杏仁会　中村医院
421122918,医療法人　永石眼科医院
421122926,小武医院
421122967,医療法人社団　宮崎耳鼻咽喉科医院
421123007,とおやま内科
421123056,原田外科・胃腸科クリニック
421123064,医療法人　成田内科医院
421123072,医療法人享由会　たけさこ整形外科
421123098,医療法人修樹会　平井内科医院
421123106,高木クリニック
421123122,医療法人　山﨑医院
421123148,森内科クリニック
421123189,ひらのクリニック
421123205,医療法人　新成会　川崎胃腸科外科医院
421123213,医療法人　須山医院
421123221,医療法人　松屋眼科医院
421123239,長崎友愛病院
421123254,医療法人宏和会　神浦診療所
421123262,金森こども診療所
421123270,ぎょう徳レディースクリニック
421123288,医療法人　井川内科医院
421123296,ますだ小児科内科医院
421123304,医療法人　ゆした泌尿器科クリニック
421123312,医療法人外海弘仁会　日浦病院
421123338,医療法人　やまもと内科
421123346,大石共立病院
421123353,医療法人　こいで小児科
421123361,松本外科医院
421123379,医療法人光善会　時津中央クリニック
421123395,医療法人社団尚友会　おおくぼ内科医院
421123403,鍬先医院
421123411,医療法人新緑会　長崎けやき医院
421123429,医療法人常葉会　長与病院
421123445,カリタス中央診療所
421123478,小川クリニック
421123494,つかざき皮ふ科
421123502,羽野内科
421123536,医療法人　浦口医院
421123551,森川内科クリニック
421123569,近藤医院
421123577,都クリニック
421123593,医療法人　やの皮ふ科
421123601,医療法人　清潮会　三和中央病院
421123627,ひろた小児科
421123643,そのだ内科クリニック
421123650,医療法人　田中クリニック
421123684,もとかわ耳鼻咽喉科
421123692,医療法人　真和会　山中内科消化器科医院
421123700,医療法人　柴友会　晴海台クリニック
421123718,おにつか内科・消化器科
421123734,雨森内科医院
421123767,わたなべクリニック
421123775,医療法人　さがら整形外科
421123783,長崎腎クリニック
421123791,吉田整形外科クリニック
421123809,なづみリハビリテーションクリニック
421123817,すぎやま内科クリニック
421123825,しらいし胃腸科外科クリニック
421123841,医療法人　なかむら整形外科
421123866,医療法人　暁会　安永脳神経外科
421123882,藤本クリニック
421123916,医療法人長崎対州会　おおいしクリニック
421123940,おがわ眼科クリニック
421123957,もりハートクリニック
421123965,社会医療法人春回会　長崎北病院
421123973,しもむらクリニック
421123999,たなか小児科クリニック
421124005,もとやま心のクリニック
421124013,医療法人治光会　うらの眼科クリニック
421124021,黒崎医院
421124039,戸田内科
421124054,医療法人まつなが皮ふ科
421124062,医療法人ホーム・ホスピス中尾クリニック
421124070,社会福祉法人　福医会　さいかいクリニック
421124088,おひさまこどもクリニック
421124096,医療法人もり小児科
421210697,波佐見病院
421220506,宮崎外科医院
421220571,岩永医院
421220670,みやた小児科医院
421220720,山川医院
421220746,医療法人紫雲会　本川医院
421220787,医療法人慶成会　坂口医院
421220795,医療法人　玉川医院
421220803,医療法人社団　岡部内科医院
421220811,医療法人　八並整形外科医院
421220829,実松整形外科医院
421220837,医療法人社団清和会　山住医院
421220845,中村内科医院
421220852,医療法人さざなみ　鈴木病院
421220860,医療法人社団　青木耳鼻咽喉科医院
421220894,西の原野中医院
421220910,中尾野中医院
421220951,医療法人社団　田渕医院
421220977,にいむら整形外科
421220985,医療法人圭光会　松尾医院
421221017,いちのせ内科循環器科
421221025,医療法人　カナザワ内科クリニック
421221033,すが眼科
421221041,松村内科・消化器科
421221066,医療法人　衷心会　小鳥居病院
421221082,医療法人蓮輪会　はすわ診療所
421221108,ひろ皮ふ科クリニック
421221116,小鳥居内科・脳神経内科クリニック
421221124,医療法人衷心会　はばたきクリニック
421221140,医療法人　三島眼科医院
421221157,山本整形外科
421221165,こうの内科医院
421221173,まつお産婦人科
421320322,本多内科小児科医院
421320397,医療法人社団大塚会　唐比病院
421320447,医療法人　高木内科胃腸科医院
421320454,医療法人　藤山循環器内科医院
421320462,山﨑医院
421320470,医療法人社団　鬼塚内科医院
421320504,吉岡医院
421320512,深沢整形外科医院
421320520,医療法人二輝会　佐藤病院
421320546,医療法人　しまさき小児科医院
421320579,立川医院
421420080,医療法人　博愛会　哲翁病院
421420700,城代医院
421420916,原口医院
421421203,池田医院
421421245,井上医院
421421393,布井内科医院
421421484,医療法人伴帥会　愛野記念病院
421421633,馬場医院
421421799,医療法人至誠会　中村眼科医院
421421872,しおた内科胃腸科医院
421421880,医療法人社団　ひらゆ医院
421421898,さとう内科医院
421421948,医療法人社団慈正会　松尾胃腸科外科医院
421421955,永吉医院
421421963,医療法人栄和会　泉川病院
421421971,医療法人　前田内科胃腸科医院
421421989,愛野診療所
421421997,医療法人社団　森医院
421422029,医療法人　長田医院
421422037,医療法人　永田内科泌尿器科医院
421422045,医療法人有隣会　貴田神経内科・呼吸器科・内科病院
421422078,医療法人祐和会　伊崎医院
421422102,医療法人　南風会　浦上病院
421422110,医療法人有心会　池田循環器科内科
421422128,明島整形外科医院
421422136,医療法人社団英仁会　愛野ありあけ病院
421422151,梅津医院
421422169,医療法人社団穂仁会　よこた医院
421422177,医療法人　坂上整形外科
421422185,松島外科
421422193,医療法人薫風会　石川内科医院
421422219,医療法人善仁会　栗原医院
421422227,医療法人弘池会　口之津病院
421422235,医療法人　泌尿器科・皮ふ科菅医院
421422243,医療法人　副島内科クリニック
421422250,医療法人　祐和会　安藤病院
421422268,佐藤医院
421422276,医療法人　中村医院
421422292,医療法人　いその産婦人科
421422318,医療法人　内田医院
421422326,菅耳鼻咽喉科
421422359,医療法人　本多南光堂医院
421422367,京泊馬場医院
421422383,菅医院
421422698,菜の花クリニック
421422706,本田医院
421422714,医療法人清恵会　太田整形外科
421422722,医療法人　草野会　くさの循環器内科
421422730,くすのきクリニック
421422748,植木内科医院
421422755,医療法人　天野医院
421422763,北有馬クリニック
421422789,渡部眼科医院
421422805,山内眼科クリニック
421422813,医療法人　松本内科医院
421422854,小嶺整形外科クリニック
421422870,しろの医院
421422888,松本医院
421422896,松藤整形外科
421422912,木戸眼科
421422920,木戸医院
421422938,つねおかクリニック
421510708,医療法人愛恵会　平戸愛恵病院
421510880,医療法人　敬仁会　松浦病院
421511458,青洲会病院
421521184,医療法人十全会　潜竜徳田循環器科内科整形外科病院
421521283,生月船員福祉会館診療所
421521366,医療法人裕光会　谷川病院
421521382,山田医院
421521408,中村整形外科医院
421521473,西村内科外科胃腸科医院
421521481,医療法人社団流星群　はたえ眼科
421521499,医療法人社団　柿本医院
421521523,医療法人社団博友会　徳田医院
421521549,鹿町診療所
421521564,医療法人　前田外科胃腸科医院
421521580,医療法人純健会　しおざわ内科消化器科
421521622,医療法人ウェルネス　おおさと整形外科リハビリテーション科
421521630,医療法人みなづき　佐々病院
421521648,たいら内科
421521663,世知原クリニック
421521689,かわかみ皮フ科クリニック
421521705,とくだ眼科
421521713,しかまち心療内科
421521721,むらしま循環器科内科
421521754,力竹内科医院
421521762,平井産婦人科医院
421521788,医療法人やまぐち小児科
421521804,医療法人　はらだ医院
421521812,うらべ内科・胃腸科医院
421521820,医療法人かわむら内科
421620432,田坂医院　奈摩出張診療所
421620622,田坂医院
421620770,富江診療所
421620788,医療法人　戸田眼科医院
421620796,山田医院
421620820,久保循環器内科
421620838,医療法人山内診療所
421720356,医療法人（社団）協生会　品川病院
421720372,医療法人協生会　品川クリニック
421720398,医療法人護州会　品川外科病院
421720422,医療法人玉水会　赤木病院
421720430,医療法人玄州会　光武内科循環器科病院
421720547,医療法人潮陽会　松嶋病院
421720562,さくら耳鼻咽喉科クリニック
421720604,さの胃腸科クリニック
421720612,光風・ふくしまクリニック
421720620,あしべクリニック
421720638,医療法人　久原医院
421720653,平山医院
421720661,山内眼科医院
421720679,江田小児科内科医院
421720687,でぐち整形外科医院
421810462,梅野眼科医院対馬診療所
421820446,医療法人社団　吉田内科医院
421820479,医療法人　すとう内科医院
421820487,医療法人　畑島医院
421820545,東島医院
421820578,今屋敷ことう診療所
421820586,対馬整形外科
428010165,独立行政法人国立病院機構　長崎川棚医療センター
428110015,長崎労災病院
428110031,国家公務員共済組合連合会　（総）佐世保共済病院
428110379,長崎県立こども医療福祉センター
428111047,社会福祉法人　十善会病院
428111393,（総）健康保険諫早総合病院
428111765,佐世保市立総合病院高島診療所
428111914,みさかえの園むつみの家
428112599,佐世保市立総合病院　黒島診療所
428112623,みさかえの園あゆみの家
428112862,長崎県県南保健所
428112946,長崎市夜間急患センター
428113035,市立大村市民病院
428113241,日本赤十字社　長崎原爆病院
428113308,社会福祉法人恩賜財団済生会支部　済生会長崎病院
428120048,地方職員共済組合　長崎県診療所
428120543,平戸市国民健康保険　度島診療所
428122473,佐々町国民健康保険診療所
428122747,佐世保市立急病診療所
428123364,財団法人　長崎県健康事業団
428123372,小値賀町国民健康保険診療所
428123679,佐世保市　子ども発逹センター
428123695,公立新小浜病院
428123711,長崎市障害福祉センター診療所
428123729,壱岐市国民健康保険　勝本診療所
428123737,壱岐市国民健康保険　湯本診療所
428123745,壱岐市民病院
428123752,かたばる病院
428123851,水崎診療所
428123885,佐須奈診療所
428123950,豊玉診療所
428123968,五島市黄島診療所
428123976,五島市黄島診療所　赤島分院
428123984,五島市伊福貴診療所
428123992,五島市伊福貴診療所　本窯分院
428124008,五島市国民健康保険　久賀診療所
428124016,五島市国民健康保険　玉之浦診療所
428124024,五島市国民健康保険　玉之浦診療所　幾久山出張診療所
428124032,五島市国民健康保険　玉之浦診療所　中須出張診療所
428124040,五島市国民健康保険　玉之浦診療所　大宝出張診療所
428124057,五島市国民健康保険玉之浦診療所　荒川丹奈出張診療所
428124065,五島市国民健康保険　三井楽診療所
428124073,五島市国民健康保険三井楽診療所嵯峨島出張診療所
428124107,新上五島町若松国民健康保険診療所
428124115,新上五島町若松国民健康保険診療所　日島出張診療所
428124123,新上五島町新魚目国民健康保険診療所
428124131,新上五島町立仲知へき地診療所
428124149,新上五島町立津和崎へき地診療所
428124156,新上五島町国民健康保険榎津診療所
428124164,新上五島町立崎浦地区へき地診療所
428124206,長崎市伊王島国民健康保険診療所
428124214,長崎市高島国民健康保険診療所
428124230,地方独立行政法人　北松中央病院
428124248,日本赤十字社　長崎原爆諫早病院
428124263,西海市国民健康保険平島診療所
428124271,西海市国民健康保険雪浦診療所
428124289,西海市国民健康保険松島診療所
428124297,西海市国民健康保険江島診療所
428124305,平戸市立生月病院
428124313,平戸市国民健康保険大島診療所
428124321,平戸市国民健康保険大島診療所的山出張所
428124347,長崎市小口診療所
428124354,国民健康保険直営松浦市立福島診療所
428124362,国民健康保険直営松浦市立福島診療所原分院
428124370,国民健康保険直営松浦市立鷹島診療所
428124388,佐世保市立総合病院　宇久診療所
428124396,長崎県長崎こども・女性・障害者支援センター
428124404,大村市こども夜間初期診療センター
428124420,松浦市立中央診療所
428124438,長崎県上五島病院
428124446,長崎県富江病院
428124453,長崎県奈留病院
428124487,長崎県五島中央病院
428124495,長崎県上対馬病院
428124503,長崎県中対馬病院
428124511,長崎県対馬いづはら病院
428124537,長崎県精神医療センター
428124545,長崎県上五島病院附属診療所　有川医療センター
428124552,長崎市野母崎診療所
428124560,長崎県上五島病院附属診療所　奈良尾医療センター
428124594,地方独立行政法人長崎市立病院機構　長崎市立病院成人病センター
430110194,赤星医院
430111580,熊谷耳鼻咽喉科医院
430112976,有馬医院
430113826,神谷内科医院
430114303,ピネル記念病院
430114634,水前寺胃腸科外科
430114949,東病院
430115581,吉田小児科内科医院
430115672,瀬口医院
430116233,国武整形外科医院
430116274,くわみず病院
430116282,財団法人杏仁会江南病院
430116308,熊本内科病院
430116373,医療法人尚和会龍田病院
430116415,医療法人敬愛会城山病院
430116431,杉村病院
430116464,桜が丘病院
430116621,医療法人日隈会　日隈病院
430116662,島田医院
430116704,九州記念病院
430116787,斉藤寿外科医院
430116795,明生病院
430116860,小柳病院
430117041,弓削病院
430117074,冨田内科医院
430117108,医療法人金澤会　青磁野リハビリテーション病院
430117181,南熊本病院
430117272,医療法人池田会池田病院
430117280,桜十字病院
430117314,石原循環器科内科医院
430117355,住江医院
430117496,横尾沁尿器科皮膚科医院
430117579,くつな内科医院
430117777,永知医院
430117926,財団法人杏仁会　くまもと青明病院
430117959,くわみず病院附属平和クリニック
430117991,くわみず病院附属くすのきクリニック
430118049,ちごい耳鼻咽喉科医院
430118072,イエズスの聖心病院
430118080,水前寺とうや病院
430118122,堀江内科医院
430118205,福島循環器科内科医院
430118338,メディカルケアセンター　ファイン
430118411,熊本託麻台病院
430118437,武蔵ケ丘病院
430118510,医療法人聖粒会慈恵病院
430118528,竜山内科リハビリテーション病院
430118593,上村循環器科医院
430118650,外科内科池田医院
430118668,桑原産科婦人科医院
430118676,蛇島肛門科外科
430118734,石原外科胃腸科医院
430118759,吉住眼科医院
430118775,こう内科循環器科医院
430118809,片岡内科医院
430118825,秋津緒方眼科
430118874,ニキハーティーホスピタル
430119104,成尾整形外科病院
430119260,医療法人出田会出田眼科病院
430119310,阿部皮膚科医院
430119328,熊本市医師会熊本地域医療センター
430119419,三隅医院
430119468,熊本機能病院
430119492,岩崎耳鼻咽喉科医院
430119542,片岡産婦人科医院
430119583,熊本博愛病院
430119609,高野病院
430119625,御幸病院
430119740,日隈眼科医院
430119799,田島内科クリニック
430119831,外間整形外科医院
430119872,医療法人　朝日野会　朝日野総合病院
430119922,福田病院
430119948,山田外科クリニック
430119955,なかしま小児科医院
430120003,前田内科医院
430120029,総合保健センター
430120110,上野整形外科医院
430120144,島添小児科医院
430120177,長野皮膚科形成外科医院
430120227,天野整形外科皮ふ科医院
430120268,慶徳加来病院
430120284,佐藤医院
430120359,福山整形外科医院
430120367,冨野内科医院
430120417,整形外科井上病院
430120441,小山眼科クリニック
430120466,おがた小児科
430120532,熊本眼科医院
430120540,大塚内科
430120565,千場内科クリニック
430120581,あけぼのクリニック
430120607,悠愛病院
430120656,比企病院
430120672,伊井産婦人科病院
430120680,澁江産科婦人科
430120722,桜間脳神経外科
430120730,医療法人財団聖十字会　西日本病院
430120748,砥上内科胃腸科医院
430120771,牧野皮膚科医院
430120797,武蔵ケ丘医院
430120821,上熊本内科
430120839,熊本皮ふ科形成外科
430120854,定永外科医院
430120862,熊本循環器科病院
430120870,八木産婦人科医院
430120896,石川整形外科リウマチ科
430120912,たなか益田クリニック
430120920,水上医院
430120946,清田循環器科内科医院
430120953,谷口医院
430120961,三井小児科医院
430120995,緒方脳神経外科医院
430121001,橋口医院
430121019,杉野クリニック
430121027,坂本内科医院
430121035,庄野循環器科内科医院
430121043,川野胃腸科内科
430121100,とくべ内科クリニック
430121126,原眼科
430121191,佐田外科内科医院
430121217,小山胃腸科内科クリニック
430121241,緒方消化器内科
430121258,にのみやクリニック
430121266,小沢医院
430121274,そのだ脳神経外科医院
430121282,いずみクリニック　胃腸科・内科
430121316,冬田循環器科内科医院
430121373,あきた病院
430121423,緒方医院
430121472,菊南病院
430121480,医療法人　寺尾病院
430121530,北熊本井上産婦人科医院
430121555,聖ケ塔病院
430121563,堀尾内科医院
430121605,服部胃腸科
430121621,八景水谷クリニック
430121639,中嶋内科
430121647,川原胃腸科内科
430121654,健軍クリニック
430121662,絹脇内科
430121670,福永耳鼻咽喉科医院
430121688,末藤小児科医院
430121712,橋本行生内科
430121720,北岡外科医院
430121738,林田クリニック
430121746,橋口医院
430121753,鶴田胃腸科内科医院
430121795,浅井耳鼻咽喉科医院
430121803,石神クリニック
430121829,昭和診療所
430121852,國武整形外科医院
430121860,肱岡・印出産婦人科医院
430121886,宮崎耳鼻咽喉科医院
430121977,池田内科医院
430121985,水前寺脳神経外科医院
430121993,中熊内科胃腸科外科医院
430122041,重永内科クリニック
430122058,福光内科循環器科
430122066,田島内科小児科医院
430122132,深水皮ふ科沁尿器科医院
430122165,嶋田病院
430122215,立石内科
430122223,川野病院
430122231,高田クリニック
430122256,戸山外科胃腸科医院
430122264,ヤマサキ胃腸科クリニック
430122272,かじお温泉クリニック
430122280,出町内科
430122298,坂崎皮ふ科医院
430122306,前田内科胃腸科小児科クリニック
430122314,いちの耳鼻咽喉科クリニック
430122322,春日クリニック
430122355,自由が丘病院
430122371,あけぼの第２クリニック
430122389,赤坂外科胃腸科医院
430122405,松本外科医院
430122413,鳥谷医院
430122447,三の宮内科泌尿器科医院
430122454,仁誠会クリニック黒髪
430122470,みとま神経内科クリニック
430122496,鶴田病院
430122512,福間レディースクリニック
430122538,片岡整形外科医院
430122546,井内科クリニック
430122553,山口病院
430122561,アラキ整形外科
430122595,原口循環器科内科医院
430122603,白山あらき胃腸科肛門科内科
430122645,岡耳鼻咽喉科医院
430122652,平山泌尿器科医院
430122660,三宅クリニック
430122678,杉耳鼻咽喉科医院
430122686,水前寺診療所
430122702,前野胃腸科クリニック
430122710,花畑クリニック
430122769,井病院
430122785,ゆのはら産婦人科医院
430122793,藤好クリニック
430122801,くまもと悠心病院
430122835,西村内科脳神経外科病院
430122843,東熊消化器内科医院
430122850,さとう胃腸内科クリニック
430122868,くまもと江津湖療育医療センター
430122892,あらき循環器内科
430122942,前橋医院
430122967,村田外科・胃腸科・ひふ科医院
430122983,桑原クリニック
430122991,天神内科医院
430123015,西小児科内科医院
430123056,土井医院
430123072,三浦内科クリニック
430123080,森病院
430123106,小貫医院
430123163,あわい眼科医院
430123171,えとう小児科クリニック
430123189,やん胃腸科外科医院
430123197,くまもと乳腺・胃腸外科病院
430123205,内科・熊本クリニック
430123221,福島クリニック
430123247,宮本外科胃腸科医院
430123254,水前寺皮フ科医院
430123262,きたの胃腸科内科クリニック
430123270,はせがわクリニック
430123296,豊田消化器外科医院
430123304,土井内科胃腸科医院
430123312,上野クリニック
430123320,町野胃腸科外科
430123338,ひかりクリニック
430123353,外科眼科　何医院
430123361,田尻クリニック
430123387,柴田内科・柴田整形外科
430123395,柏田内科クリニック
430123403,さかいレディース・メンタルクリニック
430123437,わたなべ眼科クリニック
430123445,はっとり心療クリニック
430123478,帯山中央病院
430123486,はくざん胃腸科・循環器科クリニック
430123494,成田クリニック
430123502,水前寺肛門科医院
430123510,かたおか整形外科・リウマチ科
430123528,広重耳鼻咽喉科医院
430123544,武藤泌尿器科クリニック
430123569,宮脇クリニック
430123577,近見医院
430123585,山口外科内科医院
430123635,手島内科
430123643,くどう皮ふ科医院
430123650,ひがし眼科医院
430123668,陣内病院
430123775,稲葉内科医院
430123783,産科・婦人科　うしじまクリニック
430123809,高村耳鼻咽喉科医院
430123817,賀来脳神経外科
430123866,永田耳鼻咽喉科医院
430123924,かまた眼科クリニック
430123965,三和クリニック
430123973,井上整形外科クリニック
430123999,片岡医院
430124005,八王寺町クリニック
430124021,木村胃腸科内科医院
430124039,藤本クリニック
430124070,ぺえ小児科内科医院
430124088,えとう内科医院
430124096,みやざきこどもクリニック
430124104,小堀胃腸科外科
430124112,斎藤耳鼻咽喉科医院
430124120,城北胃腸科内科クリニック
430124153,原口胃腸科内科クリニック
430124179,吉村産婦人科内科皮膚科医院
430124187,大宮整形外科医院
430124203,城山耳鼻咽喉科
430124211,しばた内科胃腸科
430124229,医療法人社団　上塚会　上塚外科医院
430124237,たかき消化器内科
430124245,北野小児科医院
430124252,竹下外科整形外科医院
430124260,はらぐちこどもクリニック
430124278,末永産婦人科医院
430124286,小澄医院
430124310,浜崎医院
430124336,医療法人社団　宮本会　宮本内科小児科医院
430124351,石原・伊牟田内科
430124377,なかむらファミリークリニック
430124385,おやま内科医院
430124435,桂医院
430124450,宮竹小児科医院
430124468,かねみつ胃腸科外科医院
430124476,山下内科医院
430124484,直海内科クリニック
430124500,たくま癒やしの杜クリニック
430124518,下田内科クリニック
430124534,あやの第一クリニック
430124542,中川クリニック
430124575,きはら循環器科内科
430124609,えがしらクリニック
430124617,本庄内科病院
430124633,六反田内科・循環器科
430124641,本多内科医院
430124658,仁誠会クリニック新屋敷
430124674,窪田病院
430124716,あそうだ整形外科クリニック
430124724,おがた小児科内科医院
430124732,田崎橋耳鼻咽喉科クリニック
430124740,いなだ眼科
430124781,東部クリニック
430124799,渡辺医院
430124807,小島眼科
430124823,医療法人社団聖英会　三嶋内科
430124831,秋津レークタウンクリニック
430124849,川原整形外科
430124856,みずもとこどもクリニック
430124864,田上内科クリニック
430124880,藤川医院
430124898,西村内科医院
430124914,村上クリニック
430124948,島津クリニック
430124971,たけの胃腸科内科
430125002,村上耳鼻咽喉科医院
430125010,南部中央病院
430125028,いずみ整形外科
430125036,村上内科循環器科医院
430125044,くまもと成仁病院
430125051,城本胃腸科内科クリニック
430125069,田島医院
430125077,宇野耳鼻咽喉科・アレルギー科医院
430125085,まえだクリニック
430125135,沢田内科医院
430125143,有明海リハビリテーションクリニック
430125150,野津原内科医院
430125200,吉田耳鼻咽喉科クリニック
430125218,阿部内科医院
430125242,岡山眼科医院
430125259,片瀬内科医院
430125283,上通りメンタルクリニック
430125325,小島内科小児科医院
430125341,北部病院
430125358,なかがわ整形
430125374,九品寺アイクリニック
430125382,大弓クリニック
430125390,すどう・きたの医院
430125408,中村こころのクリニック
430125432,楢原小児科内科医院
430125440,上原胃腸科外科小児科クリニック
430125457,魚返外科胃腸科医院
430125465,新市街　太田皮膚科
430125473,おがた胃腸科内科
430125481,室原内科・小児科
430125507,田代産婦人科医院
430125515,山田内科医院
430125523,仁誠会クリニックながみね
430125531,白川の里クリニック
430125564,森永上野胃・腸・肛門科
430125572,西村クリニック
430125580,松原リウマチ科整形外科
430125598,松野皮ふ科・形成外科
430125614,もりの木クリニック
430125622,熊本放射線外科
430125655,ひらやまクリニック
430125671,しみず整形外科内科クリニック
430125689,柏木医院
430125697,新町いえむらクリニック
430125705,守屋医院
430125713,寒野整形外科医院
430125721,平岡内科クリニック
430125739,山口胃腸科
430125754,橋本整形外科内科
430125762,くまなんヒコクリニック
430125770,熊本泌尿器科病院
430125788,健軍熊本泌尿器科
430125796,レディースクリニックなかむら
430125804,田上病院
430125812,おかもとクリニック
430125846,アクアつかさクリニック
430125861,まつなが形成外科・皮ふ科医院
430125887,夢診療所
430125937,ながみね田村整形外科
430125945,河本内科小児科クリニック
430125952,川口内科クリニック
430125960,牧野けんじ皮ふ科医院
430125978,さかぐち小児科医院
430125986,末次内科医院
430126000,佐伯内科クリニック
430126026,末藤内科循環器科
430126042,ひぐち小児科・小児外科
430126083,表参道　吉田病院
430126109,西部脳神経外科内科
430126125,なかがわ内科クリニック
430126158,安政町メディカルクリニック
430126166,後藤内科クリニック
430126174,さくら小児科
430126190,くまもと麻酔科クリニック
430126232,川島整形外科
430126257,サキサカ病院
430126273,前田産婦人科医院
430126281,医療法人医誠会　津野田内科医院
430126356,髙田千年クリニック
430126364,魚住クリニック
430126372,比良こころのクリニック
430126406,北部脳神経外科・神経内科
430126430,城山小澄皮膚科クリニック
430126463,大山皮膚科医院
430126489,みうら小児科
430126497,くまもと発育クリニック
430126505,熊本県厚生連診療所
430126513,堤整形外科クリニック
430126521,やましろ病院
430126539,寺原診療所
430126596,胃腸科・内科こうせいクリニック
430126604,ささおか整形外科リハビリテーションクリニック
430126612,松元外科医院
430126620,岩下医院
430126646,せんだメディカルクリニック
430126653,いしばし小児科
430126679,医療法人腎生会　中央仁クリニック
430126687,山崎内科
430126711,小山内科クリニック
430126737,県庁前クリニック
430126752,川尻尾﨑内科
430126760,ヘルスアートクリニック　くまもと
430126786,よやすクリニック
430126802,なかの耳鼻咽喉科アレルギー科クリニック
430126828,藤崎宮前心療クリニック
430126844,中村整形外科
